,timestamp,metal,currency,exchange,symbol,prev_close_price,open_price,low_price,high_price,open_time,price,ch,chp,ask,bid,price_gram_24k,price_gram_22k,price_gram_21k,price_gram_20k,price_gram_18k,price_gram_16k,price_gram_14k,price_gram_10k
0,1744238975,XAU,EUR,FOREXCOM,FOREXCOM:XAUEUR,2815.42,2815.42,2803.65,2819.58,1744243200,2815.135,-0.28,-0.01,2815.89,2814.38,90.5087,82.9663,79.1951,75.4239,67.8815,60.3391,52.7967,37.712
1,1744238975,XAG,EUR,SAXO,SAXO:XAGEUR,28.36,28.36,28.17,28.3625,1744243200,28.25,-0.11,-0.39,28.269,28.231,0.9083,0.8326,0.7947,0.7569,0.6812,0.6055,0.5298,0.3784
